         88290065 function calls (88037980 primitive calls) in 34.109 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 exceptions.py:63(BadOptionUsage)
        1    0.000    0.000    0.000    0.000 __init__.py:165(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:169(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:194(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:223(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:240(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:417(HRESULT)
        1    0.000    0.000    0.000    0.000 decorators.py:83(version_option)
        1    0.000    0.000    0.000    0.000 _endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 ansi.py:25(AnsiCodes)
        1    0.000    0.000    0.000    0.000 parser.py:82(ParsingState)
        1    0.000    0.000    0.000    0.000 winterm.py:23(WinStyle)
        1    0.000    0.000    0.000    0.000 types.py:39(UnprocessedParamType)
        1    0.000    0.000    0.000    0.000 types.py:43(StringParamType)
        1    0.000    0.000    0.000    0.000 types.py:85(IntParamType)
        1    0.000    0.000    0.000    0.000 types.py:106(FloatParamType)
        1    0.000    0.000    0.000    0.000 types.py:127(BoolParamType)
        1    0.000    0.000    0.000    0.000 types.py:137(UUIDParameterType)
        1    0.000    0.000    0.000    0.000 __init__.py:115(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:359(UnknownExtra)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:2004(EggMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:3088(RequirementParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:3239(PkgResourcesDeprecationWarning)
        1    0.000    0.000    0.000    0.000 zipfile.py:641(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 context.py:163(__init__)
        1    0.000    0.000    0.000    0.000 context.py:240(suppress)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 utils.py:21(InvalidSdistFilename)
        1    0.000    0.000    0.000    0.000 _elffile.py:17(ELFInvalid)
        1    0.000    0.000    0.000    0.000 _parser.py:27(Variable)
        1    0.000    0.000    0.000    0.000 _parser.py:32(Value)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 about.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1079(copyto)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:360(_unspecified)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:538(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:718(IndexExpression)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 core.py:822(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:840(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:861(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:877(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:2378(__init__)
        1    0.000    0.000    0.000    0.000 core.py:148(MAError)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 resolver.py:141(<genexpr>)
        1    0.000    0.000    0.000    0.000 error.py:181(MarkedYAMLWarning)
        1    0.000    0.000    0.000    0.000 error.py:245(MantissaNoDotYAML1_1Warning)
        1    0.000    0.000    0.000    0.000 nodes.py:89(CollectionNode)
        1    0.000    0.000    0.000    0.000 nodes.py:113(MappingNode)
        1    0.000    0.000    0.000    0.000 events.py:39(NodeEvent)
        1    0.000    0.000    0.000    0.000 events.py:48(CollectionStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:77(StreamStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:90(DocumentStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:122(ScalarEvent)
        1    0.000    0.000    0.000    0.000 error.py:120(CommentMark)
        1    0.000    0.000    0.000    0.000 error.py:229(UnsafeLoaderWarning)
        1    0.000    0.000    0.000    0.000 emitter.py:33(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 scalarint.py:103(BinaryInt)
        1    0.000    0.000    0.000    0.000 scalarstring.py:73(FoldedScalarString)
        1    0.000    0.000    0.000    0.000 scalarstring.py:83(SingleQuotedScalarString)
        1    0.000    0.000    0.000    0.000 scalarstring.py:93(DoubleQuotedScalarString)
        1    0.000    0.000    0.000    0.000 scalarint.py:123(HexInt)
        1    0.000    0.000    0.000    0.000 scalarint.py:143(DecimalInt)
        1    0.000    0.000    0.000    0.000 comments.py:1062(CommentedOrderedMap)
        1    0.000    0.000    0.000    0.000 tokens.py:133(StreamStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:227(TagToken)
        1    0.000    0.000    0.000    0.000 tokens.py:237(ScalarToken)
        1    0.000    0.000    0.000    0.000 composer.py:28(ComposerError)
        1    0.000    0.000    0.000    0.000 parser.py:823(RoundTripParser)
        1    0.000    0.000    0.000    0.000 tokens.py:128(DocumentEndToken)
        1    0.000    0.000    0.000    0.000 scanner.py:53(SimpleKey)
        1    0.000    0.000    0.000    0.000 dumper.py:72(SafeDumper)
        1    0.000    0.000    0.000    0.000 serializer.py:30(SerializerError)
        1    0.000    0.000    0.000    0.000 loader.py:25(BaseLoader)
        1    0.000    0.000    0.000    0.000 loader.py:36(SafeLoader)
        1    0.000    0.000    0.000    0.000 loader.py:47(Loader)
        1    0.000    0.000    0.000    0.000 dumper.py:122(Dumper)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 _parser.py:99(checklookbehindgroup)
        2    0.000    0.000    0.000    0.000 inspect.py:3035(return_annotation)
        1    0.000    0.000    0.000    0.000 random.py:814(seed)
        1    0.000    0.000    0.000    0.000 parse.py:327(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:333(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:341(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:346(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 shutil.py:67(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:77(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:81(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(BoxKeyError)
        1    0.000    0.000    0.000    0.000 tokens.py:51(DocumentStartToken)
        1    0.000    0.000    0.000    0.000 error.py:55(YAMLStreamError)
        1    0.000    0.000    0.000    0.000 error.py:69(UnsafeLoaderWarning)
        1    0.000    0.000    0.000    0.000 error.py:75(YAMLFutureWarning)
        1    0.000    0.000    0.000    0.000 tokens.py:52(DocumentEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:56(StreamEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:57(BlockSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:58(BlockMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:59(BlockEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:60(FlowSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:62(FlowSequenceEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:64(KeyToken)
        1    0.000    0.000    0.000    0.000 tokens.py:65(ValueToken)
        1    0.000    0.000    0.000    0.000 tokens.py:66(BlockEntryToken)
        1    0.000    0.000    0.000    0.000 tokens.py:67(FlowEntryToken)
        1    0.000    0.000    0.000    0.000 events.py:25(CollectionEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:29(StreamEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:36(AliasEvent)
        1    0.000    0.000    0.000    0.000 events.py:40(SequenceStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:42(MappingStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:43(MappingEndEvent)
        1    0.000    0.000    0.000    0.000 nodes.py:29(SequenceNode)
        1    0.000    0.000    0.000    0.000 parser.py:211(RoundTripParser)
        1    0.000    0.000    0.000    0.000 constructor.py:78(DuplicateKeyFutureWarning)
        1    0.000    0.000    0.000    0.000 constructor.py:79(DuplicateKeyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(BoxValueError)
        1    0.000    0.000    0.000    0.000 scalarint.py:34(HexCapsInt)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 nodes.py:802(Test)
        1    0.000    0.000    0.000    0.000 nodes.py:951(Div)
        1    0.000    0.000    0.000    0.000 nodes.py:965(Add)
        1    0.000    0.000    0.000    0.000 nodes.py:971(Sub)
        1    0.000    0.000    0.000    0.000 nodes.py:983(Pow)
        1    0.000    0.000    0.000    0.000 nodes.py:1015(Neg)
        1    0.000    0.000    0.000    0.000 nodes.py:1021(Pos)
        1    0.000    0.000    0.000    0.000 nodes.py:1132(DerivedContextReference)
        1    0.000    0.000    0.000    0.000 nodes.py:1141(Continue)
        1    0.000    0.000    0.000    0.000 nodes.py:1145(Break)
        1    0.000    0.000    0.000    0.000 threading.py:798(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 exceptions.py:147(TemplateRuntimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:153(UndefinedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:163(FilterArgumentError)
        1    0.000    0.000    0.000    0.000 readers.py:27(files)
        1    0.000    0.000    0.000    0.000 __init__.py:1786(RootLogger)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 exceptions.py:65(BadArgumentUsage)
        1    0.000    0.000    0.000    0.000 exceptions.py:73(Abort)
        1    0.000    0.000    0.000    0.000 __init__.py:173(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:177(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:198(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:202(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:212(c_longlong)
        1    0.000    0.000    0.000    0.000 __init__.py:216(c_ulonglong)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:261(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:408(WinDLL)
        1    0.000    0.000    0.000    0.000 _endian.py:35(_swapped_union_meta)
        2    0.000    0.000    0.000    0.000 __init__.py:2069(find_nothing)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:112(InvalidDateDefect)
        1    0.000    0.000    0.000    0.000 more.py:3575(AbortThread)
        1    0.000    0.000    0.000    0.000 _parser.py:37(Op)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 markers.py:33(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 __init__.py:501(select)
        1    0.000    0.000    0.000    0.000 abc.py:267(FileLoader)
